outcome,row_position,column_position,row_event_time,column_event_time,covariance
asinh_saldo,10,14,-13,-9,0.375706546914044
asinh_saldo,10,15,-13,-8,0.340822085448466
asinh_saldo,10,16,-13,-7,0.326339179819669
asinh_saldo,10,17,-13,-6,0.336260060233168
asinh_saldo,10,18,-13,-5,0.322199696225872
asinh_saldo,10,19,-13,-4,0.386674757076904
asinh_saldo,10,20,-13,-3,0.338641164054414
asinh_saldo,10,21,-13,-2,0.27529411426853
asinh_saldo,10,22,-13,0,0.234118613252276
asinh_saldo,10,23,-13,1,0.2751631630662
asinh_saldo,10,24,-13,2,0.281295692385063
asinh_saldo,10,25,-13,3,0.34733928361621
asinh_saldo,10,26,-13,4,0.302885412635713
asinh_saldo,10,27,-13,5,0.333005933200859
asinh_saldo,10,28,-13,6,0.372516722048887
asinh_saldo,10,29,-13,7,0.341777492278103
asinh_saldo,10,30,-13,8,0.377100898759225
asinh_saldo,10,31,-13,9,0.408294886722734
asinh_saldo,10,32,-13,10,0.352609279766063
asinh_saldo,10,33,-13,11,0.349417659521429
asinh_saldo,10,34,-13,12,0.243806146471109
asinh_saldo,10,35,-13,13,0.384878939277195
asinh_saldo,10,36,-13,14,0.362314007490007
asinh_saldo,10,37,-13,15,0.318020033347409
asinh_saldo,10,38,-13,16,0.35387197432342
asinh_saldo,10,39,-13,17,0.313889638219897
asinh_saldo,10,40,-13,18,0.325321542347636
asinh_saldo,10,41,-13,19,0.299544105396072
asinh_saldo,10,42,-13,20,0.367420258098597
asinh_saldo,10,43,-13,21,0.337005655813394
asinh_saldo,10,44,-13,22,0.322858898272957
asinh_saldo,10,45,-13,23,0.267665365052604
asinh_saldo,11,0,-12,-23,0.274485432330347
asinh_saldo,11,1,-12,-22,0.21811523028087
asinh_saldo,11,2,-12,-21,0.221767027181767
asinh_saldo,11,3,-12,-20,0.249110880795367
asinh_saldo,11,4,-12,-19,0.251518195327692
asinh_saldo,11,5,-12,-18,0.287338003335216
asinh_saldo,11,6,-12,-17,0.278112126488747
asinh_saldo,11,7,-12,-16,0.284386761682011
asinh_saldo,11,8,-12,-15,0.26453496172091
asinh_saldo,11,9,-12,-14,0.251579081504988
asinh_saldo,11,10,-12,-13,0.260111111101663
asinh_saldo,11,11,-12,-12,0.639653968546768
asinh_saldo,11,12,-12,-11,0.316109003024166
asinh_saldo,11,13,-12,-10,0.277647394613153
asinh_saldo,11,14,-12,-9,0.2886365914129
asinh_saldo,11,15,-12,-8,0.266441145482882
asinh_saldo,11,16,-12,-7,0.223722217868064
asinh_saldo,11,17,-12,-6,0.245399961911449
asinh_saldo,11,18,-12,-5,0.274156600602526
asinh_saldo,11,19,-12,-4,0.26864258202137
asinh_saldo,11,20,-12,-3,0.253506911808713
asinh_saldo,11,21,-12,-2,0.23009707286986
asinh_saldo,11,22,-12,0,0.475267200653705
asinh_saldo,11,23,-12,1,0.260086013877805
asinh_saldo,11,24,-12,2,0.232142482438469
asinh_saldo,11,25,-12,3,0.328828001435723
asinh_saldo,11,26,-12,4,0.333405860839728
asinh_saldo,11,27,-12,5,0.35328411658537
asinh_saldo,11,28,-12,6,0.392945593969233
asinh_saldo,11,29,-12,7,0.359071013264104
asinh_saldo,11,30,-12,8,0.368721689542574
asinh_saldo,11,31,-12,9,0.386496605244959
asinh_saldo,11,32,-12,10,0.33673826807054
asinh_saldo,11,33,-12,11,0.359900930769374
